seg_id,frac_id,leaf_id,parent_id,area,cx,cy,cz,Tmf
461,54,1654,318,19.2481,918.119,281.506,75.1083,0.000153985
462,54,1655,318,17.7336,931.34,294.006,75.1083,0.000141869
463,54,1787,338,220.838,917.879,306.733,71.0746,0.00176671
464,54,1788,338,333.148,932.382,310.538,72.6448,0.00266519
465,54,1792,338,11.193,941.681,303.783,75.1083,8.95441e-05
466,55,170,44,63.3318,220.744,121.446,23.9717,0.000506654
467,55,171,44,121.383,237.5,122.668,24.3332,0.000971063
468,55,172,44,271.169,219.603,136.994,19.4783,0.00216935
469,55,173,44,650.556,235.114,139.983,19.2817,0.00520444
470,55,174,44,12.3309,221.085,117.143,25.2162,9.86472e-05
471,55,175,44,39.3685,237.5,119.579,25.2162,0.000314948
472,55,178,45,27.6792,256.31,124.064,24.7323,0.000221433
473,55,180,45,647.735,263.786,135.18,21.8714,0.00518188
474,55,181,45,325.906,281.774,138.513,21.6817,0.00260725
475,55,182,45,36.5229,263.786,123.451,25.2245,0.000292183
476,55,183,45,1.31375,276.375,124.796,25.3742,1.051e-05
477,55,184,45,2.84562,272.977,125.3,25.0858,2.2765e-05
478,55,185,45,22.7481,281.937,126.145,25.2245,0.000181985
479,55,289,64,46.1062,241.856,151.209,16.3586,0.00036885
480,55,296,65,142.631,262.5,152.74,16.7965,0.00114104
481,55,297,65,95.8048,280.633,154.061,17.1882,0.000766438
482,56,1805,341,1.19231,99.4913,374.592,51.3306,9.53848e-06
483,56,1806,341,30.0758,72.4451,397.949,52.3445,0.000240606
484,56,1807,341,514.723,91.294,390.546,57.1156,0.00411778
485,56,1812,342,17.621,102.362,373.745,52.2306,0.000140968
486,56,1814,342,292.001,105.493,384.059,60.1477,0.00233601
487,56,1922,361,220.115,70.4084,409.026,58.1718,0.00176092
488,56,1923,361,302.054,83.0966,406.5,62.9006,0.00241643
489,57,2023,375,86.0935,797.294,444.089,55.0533,0.000688748
490,57,2028,376,258.763,815.835,419.413,59.3786,0.0020701
491,57,2029,376,51.8394,828.515,422.04,67.667,0.000414716
492,57,2030,376,695.804,812.163,436.763,61.9278,0.00556643
493,57,2031,376,48.5033,827.031,429.437,68.8023,0.000388027
494,57,2097,395,413.885,793.081,462.5,57.569,0.00331108
495,57,2099,395,327.308,789.39,481.242,60.4878,0.00261846
496,57,2104,396,416.516,806.963,462.5,65.8574,0.00333213
497,57,2106,396,87.9603,802.071,483.869,68.7762,0.000703682
498,58,645,121,13.7793,68.474,348.883,48.8494,0.000110234
499,58,782,141,137.797,69.7405,354.961,47.2708,0.00110238
500,58,783,141,162.664,79.9319,368.303,47.4515,0.00130131
501,58,785,141,199.444,92.6667,384.325,47.9118,0.00159556
502,58,792,142,0.130166,100.109,388.893,49.9177,1.04133e-06
503,58,1667,321,32.7267,72.7011,347.251,51.5195,0.000261814
504,58,1668,321,328.449,87.6796,344.617,59.8402,0.00262759
505,58,1675,322,1.33086,100.431,349.415,64.3743,1.06469e-05
506,58,1804,341,9.00385,73.8787,351.523,50.5515,7.20308e-05
507,58,1805,341,552.255,88.0091,360.914,54.1001,0.00441804
508,58,1807,341,78.8398,96.6819,379.506,51.632,0.000630719
509,58,1812,342,307.488,108.026,364.96,62.4798,0.0024599
510,58,1814,342,160.304,104.902,381.87,54.819,0.00128244
511,59,864,153,2.16556,667.309,374.688,46.7408,1.73245e-05
512,59,866,153,296.499,669.29,385.197,46.2663,0.00237199
513,59,867,153,534.968,687.5,389.313,46.2536,0.00427975
514,59,874,154,402.852,712.5,391.952,46.3777,0.00322282
515,59,875,154,127.486,730.141,393.876,46.4624,0.00101989
516,59,982,173,143.196,667.315,404.609,45.3339,0.00114557
517,59,983,173,339.468,687.5,406.782,45.4321,0.00271575
518,59,990,174,471.585,712.5,409.421,45.5562,0.00377268
519,59,991,174,149.411,728.376,410.972,45.6409,0.00119529
520,60,222,52,80.1309,619.246,146.926,18.4673,0.000641047
521,60,223,52,38.7676,628.369,147.459,23.2378,0.00031014
522,60,227,52,13.4187,633.045,147.741,25.6836,0.00010735
523,60,352,72,377.414,618.311,162.5,18.933,0.00301932
524,60,353,72,140.854,627.496,162.5,23.7035,0.00112683
525,60,354,72,460.361,616.841,187.5,19.6965,0.00368289
526,60,355,72,57.9074,626.026,187.5,24.467,0.000463259
527,60,357,72,74.2644,631.309,162.5,25.6836,0.000594115
528,60,359,72,74.2644,628.369,187.5,25.6836,0.000594115
529,60,463,92,57.3916,616.054,201.418,20.1377,0.000459132
530,60,464,92,1.55467,625.176,201.951,24.9082,1.24374e-05
531,60,468,92,12.0652,626.66,202.031,25.6836,9.65219e-05
532,61,1365,271,79.3222,573.595,191.689,58.8032,0.000634578
533,61,1366,271,342.861,580.549,190.737,67.845,0.00274288
534,61,1370,271,204.853,589.027,189.746,78.8085,0.00163882
535,61,1481,291,0.854035,574.818,200.637,57.1437,6.83228e-06
536,61,1482,291,466.484,582.699,208.265,64.2862,0.00373187
537,61,1486,291,169.825,594.37,208.501,78.8085,0.0013586
538,62,517,100,2.33461,6.8736,274.58,49.8354,1.86769e-05
539,62,519,100,187.667,13.4934,280.702,48.7467,0.00150134
540,62,520,100,217.172,39.3721,291.49,48.8428,0.00173738
541,62,527,101,0.000305174,50.0048,292.559,49.9956,2.44139e-09
542,62,1416,280,2.12464,17.5138,249.599,59.614,1.69971e-05
543,62,1532,300,366.04,16.8135,262.678,55.1845,0.00292832
544,62,1533,300,460.213,37.5,266.34,56.904,0.00368171
545,62,1534,300,58.1168,19.6723,277.281,50.7551,0.000464935
546,62,1535,300,323.991,37.5,281.097,52.0184,0.00259193
547,62,1540,301,97.5732,54.5547,270.16,58.0565,0.000780586
548,62,1542,301,70.3398,51.8854,283.774,53.1709,0.000562718
549,63,26,5,186.509,295.629,36.9102,46.3831,0.00149207
550,63,33,6,374.864,310.333,44.2735,46.5811,0.00299892
551,63,34,6,51.544,329.435,47.6163,49.1244,0.000412352
552,63,93,26,158.556,317.221,54.1807,44.3019,0.00126845
553,63,94,26,433.052,338.696,58.798,46.8453,0.00346442
554,63,101,27,5.62884,350.694,58.3222,49.3888,4.50307e-05
