leaf_id,parent_id,x,y,z,P,Sw,Sg
1016,177,862.5,437.5,37.5,200,0.2,0.05
1017,177,887.5,437.5,37.5,200,0.2,0.05
1018,178,925,425,25,200,0.2,0.05
1019,179,962.5,412.5,12.5,200,0.2,0.05
1020,179,987.5,412.5,12.5,200,0.2,0.05
1021,179,962.5,437.5,12.5,200,0.2,0.05
1022,179,987.5,437.5,12.5,200,0.2,0.05
1023,179,962.5,412.5,37.5,200,0.2,0.05
1024,179,987.5,412.5,37.5,200,0.2,0.05
1025,179,962.5,437.5,37.5,200,0.2,0.05
1026,179,987.5,437.5,37.5,200,0.2,0.05
1027,180,25,475,25,200,0.2,0.05
1028,181,75,475,25,200,0.2,0.05
1029,182,125,475,25,200,0.2,0.05
1030,183,175,475,25,200,0.2,0.05
1031,184,225,475,25,200,0.2,0.05
1032,185,275,475,25,200,0.2,0.05
1033,186,325,475,25,200,0.2,0.05
1034,187,375,475,25,200,0.2,0.05
1035,188,425,475,25,200,0.2,0.05
1036,189,462.5,462.5,12.5,199.993,0.2,0.0500003
1037,189,487.5,462.5,12.5,199.981,0.2,0.0500009
1038,189,462.5,487.5,12.5,199.999,0.2,0.05
1039,189,487.5,487.5,12.5,199.998,0.2,0.0500001
1040,189,462.5,462.5,37.5,199.994,0.2,0.0500003
1041,189,487.5,462.5,37.5,199.991,0.2,0.0500004
1042,189,462.5,487.5,37.5,199.999,0.2,0.05
1043,189,487.5,487.5,37.5,199.999,0.2,0.0500001
1044,190,512.5,462.5,12.5,199.99,0.2,0.0500005
1045,190,537.5,462.5,12.5,199.998,0.2,0.0500001
1046,190,512.5,487.5,12.5,199.999,0.2,0.05
1047,190,537.5,487.5,12.5,200,0.2,0.05
1048,190,512.5,462.5,37.5,199.993,0.2,0.0500003
1049,190,537.5,462.5,37.5,199.999,0.2,0.0500001
1050,190,512.5,487.5,37.5,199.999,0.2,0.05
1051,190,537.5,487.5,37.5,200,0.2,0.05
1052,191,575,475,25,200,0.2,0.05
1053,192,625,475,25,200,0.2,0.05
1054,193,675,475,25,200,0.2,0.05
1055,194,725,475,25,200,0.2,0.05
1056,195,762.5,462.5,12.5,200,0.2,0.05
1057,195,787.5,462.5,12.5,200,0.2,0.05
1058,195,762.5,487.5,12.5,200,0.2,0.05
1059,195,787.5,487.5,12.5,200,0.2,0.05
1060,195,762.5,462.5,37.5,200,0.2,0.05
1061,195,787.5,462.5,37.5,200,0.2,0.05
1062,195,762.5,487.5,37.5,200,0.2,0.05
1063,195,787.5,487.5,37.5,200,0.2,0.05
1064,196,812.5,462.5,12.5,200,0.2,0.05
1065,196,837.5,462.5,12.5,200,0.2,0.05
1066,196,812.5,487.5,12.5,200,0.2,0.05
1067,196,837.5,487.5,12.5,200,0.2,0.05
1068,196,812.5,462.5,37.5,200,0.2,0.05
1069,196,837.5,462.5,37.5,200,0.2,0.05
1070,196,812.5,487.5,37.5,200,0.2,0.05
1071,196,837.5,487.5,37.5,200,0.2,0.05
1072,197,862.5,462.5,12.5,200,0.2,0.05
1073,197,887.5,462.5,12.5,200,0.2,0.05
1074,197,862.5,487.5,12.5,200,0.2,0.05
1075,197,887.5,487.5,12.5,200,0.2,0.05
1076,197,862.5,462.5,37.5,200,0.2,0.05
1077,197,887.5,462.5,37.5,200,0.2,0.05
1078,197,862.5,487.5,37.5,200,0.2,0.05
1079,197,887.5,487.5,37.5,200,0.2,0.05
1080,198,925,475,25,200,0.2,0.05
1081,199,975,475,25,200,0.2,0.05
1082,200,25,25,75,200,0.2,0.05
1083,201,75,25,75,200,0.2,0.05
1084,202,125,25,75,200,0.2,0.05
1085,203,175,25,75,200,0.2,0.05
1086,204,225,25,75,200,0.2,0.05
1087,205,262.5,12.5,62.5,200,0.2,0.05
1088,205,287.5,12.5,62.5,200,0.2,0.05
1089,205,262.5,37.5,62.5,200,0.2,0.05
1090,205,287.5,37.5,62.5,200,0.2,0.05
1091,205,262.5,12.5,87.5,200,0.2,0.05
1092,205,287.5,12.5,87.5,200,0.2,0.05
1093,205,262.5,37.5,87.5,200,0.2,0.05
1094,205,287.5,37.5,87.5,200,0.2,0.05
1095,206,312.5,12.5,62.5,200,0.2,0.05
1096,206,337.5,12.5,62.5,200,0.2,0.05
1097,206,312.5,37.5,62.5,200,0.2,0.05
1098,206,337.5,37.5,62.5,200,0.2,0.05
1099,206,312.5,12.5,87.5,200,0.2,0.05
1100,206,337.5,12.5,87.5,200,0.2,0.05
1101,206,312.5,37.5,87.5,200,0.2,0.05
1102,206,337.5,37.5,87.5,200,0.2,0.05
1103,207,362.5,12.5,62.5,200,0.2,0.05
1104,207,387.5,12.5,62.5,200,0.2,0.05
1105,207,362.5,37.5,62.5,200,0.2,0.05
1106,207,387.5,37.5,62.5,200,0.2,0.05
1107,207,362.5,12.5,87.5,200,0.2,0.05
1108,207,387.5,12.5,87.5,200,0.2,0.05
1109,207,362.5,37.5,87.5,200,0.2,0.05
1110,207,387.5,37.5,87.5,200,0.2,0.05
1111,208,412.5,12.5,62.5,200,0.2,0.05
1112,208,437.5,12.5,62.5,200,0.2,0.05
1113,208,412.5,37.5,62.5,200,0.2,0.05
1114,208,437.5,37.5,62.5,200,0.2,0.05
1115,208,412.5,12.5,87.5,200,0.2,0.05
1116,208,437.5,12.5,87.5,200,0.2,0.05
1117,208,412.5,37.5,87.5,200,0.2,0.05
1118,208,437.5,37.5,87.5,200,0.2,0.05
1119,209,475,25,75,200,0.2,0.05
1120,210,525,25,75,200,0.2,0.05
1121,211,575,25,75,200,0.2,0.05
1122,212,625,25,75,200,0.2,0.05
1123,213,662.5,12.5,62.5,200,0.2,0.05
1124,213,687.5,12.5,62.5,200,0.2,0.05
1125,213,662.5,37.5,62.5,200,0.2,0.05
1126,213,687.5,37.5,62.5,200,0.2,0.05
1127,213,662.5,12.5,87.5,200,0.2,0.05
1128,213,687.5,12.5,87.5,200,0.2,0.05
1129,213,662.5,37.5,87.5,200,0.2,0.05
1130,213,687.5,37.5,87.5,200,0.2,0.05
1131,214,712.5,12.5,62.5,200,0.2,0.05
1132,214,737.5,12.5,62.5,200,0.2,0.05
1133,214,712.5,37.5,62.5,200,0.2,0.05
1134,214,737.5,37.5,62.5,200,0.2,0.05
1135,214,712.5,12.5,87.5,200,0.2,0.05
1136,214,737.5,12.5,87.5,200,0.2,0.05
1137,214,712.5,37.5,87.5,200,0.2,0.05
1138,214,737.5,37.5,87.5,200,0.2,0.05
1139,215,775,25,75,200,0.2,0.05
1140,216,825,25,75,200,0.2,0.05
1141,217,875,25,75,200,0.2,0.05
1142,218,925,25,75,200,0.2,0.05
1143,219,975,25,75,200,0.2,0.05
1144,220,25,75,75,200,0.2,0.05
1145,221,75,75,75,200,0.2,0.05
1146,222,112.5,62.5,62.5,200,0.2,0.05
1147,222,137.5,62.5,62.5,200,0.2,0.05
1148,222,112.5,87.5,62.5,200,0.2,0.05
1149,222,137.5,87.5,62.5,200,0.2,0.05
1150,222,112.5,62.5,87.5,200,0.2,0.05
1151,222,137.5,62.5,87.5,200,0.2,0.05
1152,222,112.5,87.5,87.5,200,0.2,0.05
1153,222,137.5,87.5,87.5,200,0.2,0.05
1154,223,162.5,62.5,62.5,200,0.2,0.05
1155,223,187.5,62.5,62.5,200,0.2,0.05
1156,223,162.5,87.5,62.5,200,0.2,0.05
1157,223,187.5,87.5,62.5,200,0.2,0.05
1158,223,162.5,62.5,87.5,200,0.2,0.05
1159,223,187.5,62.5,87.5,200,0.2,0.05
1160,223,162.5,87.5,87.5,200,0.2,0.05
1161,223,187.5,87.5,87.5,200,0.2,0.05
1162,224,225,75,75,200,0.2,0.05
1163,225,275,75,75,200,0.2,0.05
1164,226,312.5,62.5,62.5,200,0.2,0.05
1165,226,337.5,62.5,62.5,200,0.2,0.05
1166,226,312.5,87.5,62.5,200,0.2,0.05
1167,226,337.5,87.5,62.5,199.999,0.2,0.05
1168,226,312.5,62.5,87.5,200,0.2,0.05
1169,226,337.5,62.5,87.5,200,0.2,0.05
1170,226,312.5,87.5,87.5,200,0.2,0.05
1171,226,337.5,87.5,87.5,200,0.2,0.05
1172,227,362.5,62.5,62.5,200,0.2,0.05
1173,227,387.5,62.5,62.5,199.999,0.2,0.0500001
1174,227,362.5,87.5,62.5,199.994,0.2,0.0500003
1175,227,387.5,87.5,62.5,199.976,0.2,0.0500012
1176,227,362.5,62.5,87.5,200,0.2,0.05
1177,227,387.5,62.5,87.5,200,0.2,0.05
1178,227,362.5,87.5,87.5,199.998,0.2,0.0500001
1179,227,387.5,87.5,87.5,199.994,0.2,0.0500003
1180,228,412.5,62.5,62.5,200,0.2,0.05
1181,228,437.5,62.5,62.5,200,0.2,0.05
1182,228,412.5,87.5,62.5,199.994,0.2,0.0500003
1183,228,437.5,87.5,62.5,199.999,0.2,0.0500001
1184,228,412.5,62.5,87.5,200,0.2,0.05
1185,228,437.5,62.5,87.5,200,0.2,0.05
1186,228,412.5,87.5,87.5,199.999,0.2,0.0500001
1187,228,437.5,87.5,87.5,199.999,0.2,0.05
1188,229,462.5,62.5,62.5,200,0.2,0.05
1189,229,487.5,62.5,62.5,199.999,0.2,0.05
1190,229,462.5,87.5,62.5,199.999,0.2,0.05
1191,229,487.5,87.5,62.5,199.996,0.2,0.0500002
1192,229,462.5,62.5,87.5,200,0.2,0.05
1193,229,487.5,62.5,87.5,199.999,0.2,0.05
1194,229,462.5,87.5,87.5,199.999,0.2,0.05
1195,229,487.5,87.5,87.5,199.997,0.2,0.0500002
1196,230,525,75,75,199.986,0.2,0.0500007
1197,231,575,75,75,199.994,0.2,0.0500003
1198,232,625,75,75,199.988,0.2,0.0500006
1199,233,675,75,75,199.999,0.2,0.05
1200,234,725,75,75,200,0.2,0.05
1201,235,762.5,62.5,62.5,200,0.2,0.05
1202,235,787.5,62.5,62.5,200,0.2,0.05
1203,235,762.5,87.5,62.5,200,0.2,0.05
1204,235,787.5,87.5,62.5,200,0.2,0.05
1205,235,762.5,62.5,87.5,200,0.2,0.05
1206,235,787.5,62.5,87.5,200,0.2,0.05
1207,235,762.5,87.5,87.5,200,0.2,0.05
1208,235,787.5,87.5,87.5,200,0.2,0.05
1209,236,812.5,62.5,62.5,200,0.2,0.05
1210,236,837.5,62.5,62.5,200,0.2,0.05
1211,236,812.5,87.5,62.5,200,0.2,0.05
1212,236,837.5,87.5,62.5,200,0.2,0.05
1213,236,812.5,62.5,87.5,200,0.2,0.05
1214,236,837.5,62.5,87.5,200,0.2,0.05
1215,236,812.5,87.5,87.5,200,0.2,0.05
1216,236,837.5,87.5,87.5,200,0.2,0.05
1217,237,875,75,75,200,0.2,0.05
1218,238,925,75,75,200,0.2,0.05
1219,239,975,75,75,200,0.2,0.05
1220,240,25,125,75,200,0.2,0.05
1221,241,75,125,75,200,0.2,0.05
1222,242,112.5,112.5,62.5,200,0.2,0.05
1223,242,137.5,112.5,62.5,200,0.2,0.05
1224,242,112.5,137.5,62.5,200,0.2,0.05
1225,242,137.5,137.5,62.5,200,0.2,0.05
1226,242,112.5,112.5,87.5,200,0.2,0.05
1227,242,137.5,112.5,87.5,200,0.2,0.05
1228,242,112.5,137.5,87.5,200,0.2,0.05
1229,242,137.5,137.5,87.5,200,0.2,0.05
1230,243,162.5,112.5,62.5,200,0.2,0.05
1231,243,187.5,112.5,62.5,200,0.2,0.05
1232,243,162.5,137.5,62.5,200,0.2,0.05
1233,243,187.5,137.5,62.5,200,0.2,0.05
1234,243,162.5,112.5,87.5,200,0.2,0.05
1235,243,187.5,112.5,87.5,200,0.2,0.05
1236,243,162.5,137.5,87.5,200,0.2,0.05
1237,243,187.5,137.5,87.5,200,0.2,0.05
1238,244,212.5,112.5,62.5,200,0.2,0.05
1239,244,237.5,112.5,62.5,200,0.2,0.05
1240,244,212.5,137.5,62.5,200,0.2,0.05
1241,244,237.5,137.5,62.5,200,0.2,0.05
1242,244,212.5,112.5,87.5,200,0.2,0.05
1243,244,237.5,112.5,87.5,200,0.2,0.05
1244,244,212.5,137.5,87.5,200,0.2,0.05
1245,244,237.5,137.5,87.5,200,0.2,0.05
1246,245,275,125,75,200,0.2,0.05
1247,246,325,125,75,199.991,0.2,0.0500005
1248,247,362.5,112.5,62.5,199.922,0.2,0.0500039
1249,247,387.5,112.5,62.5,199.662,0.2,0.0500169
1250,247,362.5,137.5,62.5,199.293,0.2,0.0500354
1251,247,387.5,137.5,62.5,196.105,0.2,0.0501951
1252,247,362.5,112.5,87.5,199.982,0.2,0.0500009
1253,247,387.5,112.5,87.5,199.928,0.2,0.0500036
1254,247,362.5,137.5,87.5,199.846,0.2,0.0500077
1255,247,387.5,137.5,87.5,199.302,0.2,0.0500349
1256,248,412.5,112.5,62.5,199.928,0.2,0.0500036
1257,248,437.5,112.5,62.5,199.99,0.2,0.0500005
1258,248,412.5,137.5,62.5,199.31,0.2,0.0500345
1259,248,437.5,137.5,62.5,199.92,0.2,0.050004
1260,248,412.5,112.5,87.5,199.983,0.2,0.0500008
1261,248,437.5,112.5,87.5,199.997,0.2,0.0500001
1262,248,412.5,137.5,87.5,199.85,0.2,0.0500075
1263,248,437.5,137.5,87.5,199.98,0.2,0.050001
1264,249,462.5,112.5,62.5,199.99,0.2,0.0500005
1265,249,487.5,112.5,62.5,199.942,0.2,0.0500029
1266,249,462.5,137.5,62.5,199.94,0.2,0.050003
1267,249,487.5,137.5,62.5,199.612,0.2,0.0500194
1268,249,462.5,112.5,87.5,199.996,0.2,0.0500002
1269,249,487.5,112.5,87.5,199.961,0.2,0.0500019
1270,249,462.5,137.5,87.5,199.983,0.2,0.0500008
1271,249,487.5,137.5,87.5,199.888,0.2,0.0500056
1272,250,525,125,75,199.455,0.2,0.0500273
1273,251,562.5,112.5,62.5,199.914,0.2,0.0500043
1274,251,587.5,112.5,62.5,199.562,0.2,0.0500219
1275,251,562.5,137.5,62.5,199.691,0.2,0.0500154
1276,251,587.5,137.5,62.5,198.39,0.2,0.0500806
1277,251,562.5,112.5,87.5,199.956,0.2,0.0500022
1278,251,587.5,112.5,87.5,199.933,0.2,0.0500034
1279,251,562.5,137.5,87.5,199.907,0.2,0.0500046
1280,251,587.5,137.5,87.5,199.685,0.2,0.0500158
1281,252,612.5,112.5,62.5,199.038,0.2,0.0500481
1282,252,637.5,112.5,62.5,199.746,0.2,0.0500127
1283,252,612.5,137.5,62.5,193.555,0.2,0.0503232
1284,252,637.5,137.5,62.5,198.978,0.2,0.0500511
1285,252,612.5,112.5,87.5,199.843,0.2,0.0500078
1286,252,637.5,112.5,87.5,199.957,0.2,0.0500022
1287,252,612.5,137.5,87.5,199.004,0.2,0.0500498
1288,252,637.5,137.5,87.5,199.794,0.2,0.0500103
1289,253,675,125,75,199.985,0.2,0.0500008
1290,254,725,125,75,200,0.2,0.05
1291,255,762.5,112.5,62.5,200,0.2,0.05
1292,255,787.5,112.5,62.5,200,0.2,0.05
1293,255,762.5,137.5,62.5,200,0.2,0.05
1294,255,787.5,137.5,62.5,200,0.2,0.05
1295,255,762.5,112.5,87.5,200,0.2,0.05
1296,255,787.5,112.5,87.5,200,0.2,0.05
1297,255,762.5,137.5,87.5,200,0.2,0.05
1298,255,787.5,137.5,87.5,200,0.2,0.05
1299,256,812.5,112.5,62.5,200,0.2,0.05
1300,256,837.5,112.5,62.5,200,0.2,0.05
1301,256,812.5,137.5,62.5,200,0.2,0.05
1302,256,837.5,137.5,62.5,200,0.2,0.05
1303,256,812.5,112.5,87.5,200,0.2,0.05
1304,256,837.5,112.5,87.5,200,0.2,0.05
1305,256,812.5,137.5,87.5,200,0.2,0.05
1306,256,837.5,137.5,87.5,200,0.2,0.05
1307,257,875,125,75,200,0.2,0.05
1308,258,925,125,75,200,0.2,0.05
1309,259,975,125,75,200,0.2,0.05
1310,260,25,175,75,200,0.2,0.05
1311,261,75,175,75,200,0.2,0.05
1312,262,125,175,75,200,0.2,0.05
1313,263,175,175,75,200,0.2,0.05
1314,264,212.5,162.5,62.5,200,0.2,0.05
1315,264,237.5,162.5,62.5,200,0.2,0.05
1316,264,212.5,187.5,62.5,200,0.2,0.05
1317,264,237.5,187.5,62.5,200,0.2,0.05
1318,264,212.5,162.5,87.5,200,0.2,0.05
1319,264,237.5,162.5,87.5,200,0.2,0.05
1320,264,212.5,187.5,87.5,200,0.2,0.05
1321,264,237.5,187.5,87.5,200,0.2,0.05
1322,265,262.5,162.5,62.5,200,0.2,0.05
1323,265,287.5,162.5,62.5,199.994,0.2,0.0500003
1324,265,262.5,187.5,62.5,200,0.2,0.05
1325,265,287.5,187.5,62.5,199.994,0.2,0.0500003
1326,265,262.5,162.5,87.5,200,0.2,0.05
1327,265,287.5,162.5,87.5,199.994,0.2,0.0500003
1328,265,262.5,187.5,87.5,200,0.2,0.05
1329,265,287.5,187.5,87.5,199.994,0.2,0.0500003
1330,266,325,175,75,199.882,0.2,0.0500059
1331,267,362.5,162.5,62.5,195.602,0.2,0.0502203
1332,267,387.5,162.5,62.5,165.424,0.2,0.0517572
1333,267,362.5,187.5,62.5,194.362,0.2,0.0502826
1334,267,387.5,187.5,62.5,161.768,0.2,0.0519464
1335,267,362.5,162.5,87.5,199.183,0.2,0.0500408
1336,267,387.5,162.5,87.5,195.686,0.2,0.0502161
1337,267,362.5,187.5,87.5,198.867,0.2,0.0500567
1338,267,387.5,187.5,87.5,194.631,0.2,0.0502692
1339,268,412.5,162.5,62.5,195.725,0.2,0.0502142
1340,268,437.5,162.5,62.5,199.577,0.2,0.0500212
1341,268,412.5,187.5,62.5,194.781,0.2,0.0502616
1342,268,437.5,187.5,62.5,199.451,0.2,0.0500275
1343,268,412.5,162.5,87.5,199.19,0.2,0.0500405
1344,268,437.5,162.5,87.5,199.901,0.2,0.050005
1345,268,412.5,187.5,87.5,198.648,0.2,0.0500676
1346,268,437.5,187.5,87.5,199.814,0.2,0.0500093
1347,269,462.5,162.5,62.5,199.577,0.2,0.0500212
1348,269,487.5,162.5,62.5,195.694,0.2,0.0502157
1349,269,462.5,187.5,62.5,199.49,0.2,0.0500255
1350,269,487.5,187.5,62.5,195.155,0.2,0.0502428
1351,269,462.5,162.5,87.5,199.905,0.2,0.0500047
1352,269,487.5,162.5,87.5,199.213,0.2,0.0500394
1353,269,462.5,187.5,87.5,199.863,0.2,0.0500068
1354,269,487.5,187.5,87.5,199.082,0.2,0.0500459
1355,270,512.5,162.5,62.5,164.609,0.2,0.0517993
1356,270,537.5,162.5,62.5,195.42,0.2,0.0502295
1357,270,512.5,187.5,62.5,162.328,0.2,0.0519174
1358,270,537.5,187.5,62.5,194.746,0.2,0.0502634
1359,270,512.5,162.5,87.5,195.548,0.2,0.0502231
1360,270,537.5,162.5,87.5,199.135,0.2,0.0500433
1361,270,512.5,187.5,87.5,195.119,0.2,0.0502446
1362,270,537.5,187.5,87.5,199.026,0.2,0.0500487
1363,271,562.5,162.5,62.5,198.178,0.2,0.0500912
1364,271,587.5,162.5,62.5,189.69,0.2,0.050518
1365,271,562.5,187.5,62.5,196.548,0.2,0.0501729
1366,271,587.5,187.5,62.5,187.688,0.2,0.0506192
1367,271,562.5,162.5,87.5,199.648,0.2,0.0500176
1368,271,587.5,162.5,87.5,198.421,0.2,0.050079
1369,271,562.5,187.5,87.5,199.396,0.2,0.0500302
1370,271,587.5,187.5,87.5,197.386,0.2,0.0501308
1371,272,612.5,162.5,62.5,164.829,0.2,0.0517879
1372,272,637.5,162.5,62.5,195.593,0.2,0.0502208
1373,272,612.5,187.5,62.5,160.71,0.2,0.0520012
1374,272,637.5,187.5,62.5,194.945,0.2,0.0502534
1375,272,612.5,162.5,87.5,195.495,0.2,0.0502257
1376,272,637.5,162.5,87.5,199.186,0.2,0.0500407
1377,272,612.5,187.5,87.5,194.766,0.2,0.0502624
1378,272,637.5,187.5,87.5,199.05,0.2,0.0500475
1379,273,662.5,162.5,62.5,199.604,0.2,0.0500198
1380,273,687.5,162.5,62.5,199.966,0.2,0.0500017
1381,273,662.5,187.5,62.5,199.564,0.2,0.0500218
1382,273,687.5,187.5,62.5,199.96,0.2,0.050002
1383,273,662.5,162.5,87.5,199.91,0.2,0.0500045
1384,273,687.5,162.5,87.5,199.99,0.2,0.0500005
1385,273,662.5,187.5,87.5,199.897,0.2,0.0500051
1386,273,687.5,187.5,87.5,199.986,0.2,0.0500007
1387,274,712.5,162.5,62.5,199.998,0.2,0.0500001
1388,274,737.5,162.5,62.5,200,0.2,0.05
1389,274,712.5,187.5,62.5,199.994,0.2,0.0500003
1390,274,737.5,187.5,62.5,199.999,0.2,0.0500001
1391,274,712.5,162.5,87.5,199.999,0.2,0.0500001
1392,274,737.5,162.5,87.5,200,0.2,0.05
1393,274,712.5,187.5,87.5,199.993,0.2,0.0500004
1394,274,737.5,187.5,87.5,199.997,0.2,0.0500002
1395,275,775,175,75,200,0.2,0.05
1396,276,825,175,75,200,0.2,0.05
1397,277,875,175,75,200,0.2,0.05
1398,278,912.5,162.5,62.5,200,0.2,0.05
1399,278,937.5,162.5,62.5,200,0.2,0.05
1400,278,912.5,187.5,62.5,200,0.2,0.05
1401,278,937.5,187.5,62.5,200,0.2,0.05
1402,278,912.5,162.5,87.5,200,0.2,0.05
1403,278,937.5,162.5,87.5,200,0.2,0.05
1404,278,912.5,187.5,87.5,200,0.2,0.05
1405,278,937.5,187.5,87.5,200,0.2,0.05
1406,279,962.5,162.5,62.5,200,0.2,0.05
1407,279,987.5,162.5,62.5,200,0.2,0.05
1408,279,962.5,187.5,62.5,200,0.2,0.05
1409,279,987.5,187.5,62.5,200,0.2,0.05
1410,279,962.5,162.5,87.5,200,0.2,0.05
1411,279,987.5,162.5,87.5,200,0.2,0.05
1412,279,962.5,187.5,87.5,200,0.2,0.05
1413,279,987.5,187.5,87.5,200,0.2,0.05
1414,280,12.5,212.5,62.5,200,0.2,0.05
1415,280,37.5,212.5,62.5,200,0.2,0.05
1416,280,12.5,237.5,62.5,200,0.2,0.05
1417,280,37.5,237.5,62.5,200,0.2,0.05
1418,280,12.5,212.5,87.5,200,0.2,0.05
1419,280,37.5,212.5,87.5,200,0.2,0.05
1420,280,12.5,237.5,87.5,200,0.2,0.05
1421,280,37.5,237.5,87.5,200,0.2,0.05
1422,281,75,225,75,200,0.2,0.05
1423,282,125,225,75,200,0.2,0.05
1424,283,175,225,75,200,0.2,0.05
1425,284,212.5,212.5,62.5,200,0.2,0.05
1426,284,237.5,212.5,62.5,200,0.2,0.05
1427,284,212.5,237.5,62.5,200,0.2,0.05
1428,284,237.5,237.5,62.5,200,0.2,0.05
1429,284,212.5,212.5,87.5,200,0.2,0.05
1430,284,237.5,212.5,87.5,200,0.2,0.05
1431,284,212.5,237.5,87.5,200,0.2,0.05
1432,284,237.5,237.5,87.5,200,0.2,0.05
1433,285,262.5,212.5,62.5,200,0.2,0.05
1434,285,287.5,212.5,62.5,199.993,0.2,0.0500004
1435,285,262.5,237.5,62.5,199.999,0.2,0.05
1436,285,287.5,237.5,62.5,199.991,0.2,0.0500005
1437,285,262.5,212.5,87.5,200,0.2,0.05
1438,285,287.5,212.5,87.5,199.997,0.2,0.0500001
1439,285,262.5,237.5,87.5,200,0.2,0.05
1440,285,287.5,237.5,87.5,199.996,0.2,0.0500002
1441,286,312.5,212.5,62.5,199.895,0.2,0.0500053
1442,286,337.5,212.5,62.5,198.843,0.2,0.0500579
1443,286,312.5,237.5,62.5,199.869,0.2,0.0500066
1444,286,337.5,237.5,62.5,198.797,0.2,0.0500602
1445,286,312.5,212.5,87.5,199.964,0.2,0.0500018
1446,286,337.5,212.5,87.5,199.686,0.2,0.0500157
1447,286,312.5,237.5,87.5,199.941,0.2,0.0500029
1448,286,337.5,237.5,87.5,199.383,0.2,0.0500309
1449,287,362.5,212.5,62.5,188.549,0.2,0.0505757
1450,287,387.5,212.5,62.5,156.665,0.2,0.0522114
1451,287,362.5,237.5,62.5,188.58,0.2,0.0505741
1452,287,387.5,237.5,62.5,156.982,0.2,0.0521949
1453,287,362.5,212.5,87.5,197.709,0.2,0.0501147
1454,287,387.5,212.5,87.5,190.906,0.2,0.0504566
1455,287,362.5,237.5,87.5,196.118,0.2,0.0501945
1456,287,387.5,237.5,87.5,193.291,0.2,0.0503365
1457,288,412.5,212.5,62.5,191.804,0.2,0.0504114
1458,288,437.5,212.5,62.5,199.11,0.2,0.0500445
1459,288,412.5,237.5,62.5,193.07,0.2,0.0503476
1460,288,437.5,237.5,62.5,199.035,0.2,0.0500483
1461,288,412.5,212.5,87.5,195.171,0.2,0.050242
1462,288,437.5,212.5,87.5,199.401,0.2,0.0500299
1463,288,412.5,237.5,87.5,198.291,0.2,0.0500855
1464,288,437.5,237.5,87.5,199.234,0.2,0.0500383
1465,289,462.5,212.5,62.5,199.261,0.2,0.050037
1466,289,487.5,212.5,62.5,194.971,0.2,0.0502521
1467,289,462.5,237.5,62.5,197.398,0.2,0.0501303
1468,289,487.5,237.5,62.5,193.838,0.2,0.050309
1469,289,462.5,212.5,87.5,199.601,0.2,0.0500199
1470,289,487.5,212.5,87.5,198.854,0.2,0.0500573
1471,289,462.5,237.5,87.5,197.597,0.2,0.0501203
1472,289,487.5,237.5,87.5,196.954,0.2,0.0501525
1473,290,512.5,212.5,62.5,162.027,0.2,0.051933
1474,290,537.5,212.5,62.5,194.38,0.2,0.0502817
1475,290,512.5,237.5,62.5,161.292,0.2,0.0519711
1476,290,537.5,237.5,62.5,194.049,0.2,0.0502984
1477,290,512.5,212.5,87.5,195.004,0.2,0.0502504
1478,290,537.5,212.5,87.5,198.982,0.2,0.0500509
1479,290,512.5,237.5,87.5,194.463,0.2,0.0502776
1480,290,537.5,237.5,87.5,198.771,0.2,0.0500615
1481,291,562.5,212.5,62.5,198.15,0.2,0.0500926
1482,291,587.5,212.5,62.5,192.833,0.2,0.0503596
1483,291,562.5,237.5,62.5,198.393,0.2,0.0500804
1484,291,587.5,237.5,62.5,194.766,0.2,0.0502624
1485,291,562.5,212.5,87.5,199.596,0.2,0.0500202
1486,291,587.5,212.5,87.5,198.057,0.2,0.0500972
1487,291,562.5,237.5,87.5,199.671,0.2,0.0500164
1488,291,587.5,237.5,87.5,198.959,0.2,0.0500521
1489,292,612.5,212.5,62.5,161.749,0.2,0.0519474
1490,292,637.5,212.5,62.5,195.045,0.2,0.0502483
1491,292,612.5,237.5,62.5,162.092,0.2,0.0519296
1492,292,637.5,237.5,62.5,195.019,0.2,0.0502496
1493,292,612.5,212.5,87.5,194.934,0.2,0.0502539
1494,292,637.5,212.5,87.5,199.07,0.2,0.0500465
1495,292,612.5,237.5,87.5,195.062,0.2,0.0502475
1496,292,637.5,237.5,87.5,199.078,0.2,0.0500461
1497,293,662.5,212.5,62.5,199.542,0.2,0.0500229
1498,293,687.5,212.5,62.5,199.963,0.2,0.0500019
1499,293,662.5,237.5,62.5,199.54,0.2,0.050023
1500,293,687.5,237.5,62.5,199.961,0.2,0.050002
1501,293,662.5,212.5,87.5,199.897,0.2,0.0500051
1502,293,687.5,212.5,87.5,199.991,0.2,0.0500005
1503,293,662.5,237.5,87.5,199.896,0.2,0.0500052
1504,293,687.5,237.5,87.5,199.986,0.2,0.0500007
1505,294,712.5,212.5,62.5,199.992,0.2,0.0500004
1506,294,737.5,212.5,62.5,199.998,0.2,0.0500001
1507,294,712.5,237.5,62.5,199.997,0.2,0.0500002
1508,294,737.5,237.5,62.5,200,0.2,0.05
1509,294,712.5,212.5,87.5,199.999,0.2,0.0500001
1510,294,737.5,212.5,87.5,200,0.2,0.05
1511,294,712.5,237.5,87.5,199.999,0.2,0.0500001
1512,294,737.5,237.5,87.5,200,0.2,0.05
1513,295,775,225,75,200,0.2,0.05
1514,296,825,225,75,200,0.2,0.05
1515,297,875,225,75,200,0.2,0.05
1516,298,912.5,212.5,62.5,200,0.2,0.05
